TREECODE,TREESP,SITENUM,SITE,YEAR,TREENUM,NLEAVES,LEAFMASS,NGALLS,GALLMASS,NAME,STEM,LEAF
342,lobata,10,TOWER HS,2006,57,35,4.248,0,0,Neuroterus albipes,0,1
222,douglasi,3,POZO,2004,18,105,4.06,0,0,Neuroterus albipes,0,1
448,lobata,15,KAWEAH O,2005,8,19,3.566,0,0,Neuroterus albipes,0,1
130,douglasi,1,HNHR,2005,236,27,6.126,0,0,Neuroterus albipes,0,1
102,lobata,1,HNHR,2006,197,20,4.539,0,0,Neuroterus albipes,0,1
337,lobata,10,TOWER HS,2005,52,35,4.431,0,0,Neuroterus albipes,0,1
54,douglasi,1,HNHR,2005,124,61,6.486,0,0,Neuroterus albipes,0,1
278,douglasi,4,SEDGWICK,2005,40,64,6.929,0,0,Neuroterus albipes,0,1
421,douglasi,14,SAN JOAQ,2005,16,92,3.495,0,0,Neuroterus albipes,0,1
470,lobata,8,LIEBRE M,2006,46,30,3.289,0,0,Neuroterus albipes,0,1
108,lobata,1,HNHR,2006,208,16,4.067,0,0,Neuroterus albipes,0,1
198,lobata,2,JASPER R,2006,82,12,3.575,0,0,Neuroterus albipes,0,1
350,douglasi,11,DYE CRK,2005,8,36,3.837,0,0,Neuroterus albipes,0,1
257,douglasi,4,SEDGWICK,2004,1,54,5.92,0,0,Neuroterus albipes,0,1
338,lobata,10,TOWER HS,2006,53,13,4.024,0,0,Neuroterus albipes,0,1
186,lobata,2,JASPER R,2004,68,100,3.28,0,0,Neuroterus albipes,0,1
361,douglasi,11,DYE CRK,2003,19,67,7.508,0,0,Neuroterus albipes,0,1
84,lobata,1,HNHR,2005,169,28,4.368,0,0,Neuroterus albipes,0,1
248,douglasi,3,POZO,2005,55,63,4.03,0,0,Neuroterus albipes,0,1
28,lobata,1,HNHR,2005,56,24,7.129,0,0,Neuroterus albipes,0,1
165,lobata,2,JASPER R,2006,38,11,2.45,0,0,Neuroterus albipes,0,1
477,lobata,12,SIERRA F,2005,39,31,5.175,0,0,Neuroterus albipes,0,1
324,douglasi,9,HOPLAND,2003,59,66,8.246,0,0,Neuroterus albipes,0,1
354,douglasi,11,DYE CRK,2004,12,30,2.11,0,0,Neuroterus albipes,0,1
263,douglasi,4,SEDGWICK,2005,7,49,4.111,0,0,Neuroterus albipes,0,1
132,lobata,1,HNHR,2006,241,19,5.248,0,0,Neuroterus albipes,0,1
417,douglasi,14,SAN JOAQ,2004,12,83,0,0,0,Neuroterus albipes,0,1
322,douglasi,9,HOPLAND,2004,55,38,4.35,0,0,Neuroterus albipes,0,1
200,lobata,2,JASPER R,2004,88,29,3.8,0,0,Neuroterus albipes,0,1
459,douglasi,16,KAWEAH R,2005,19,86,2.601,0,0,Neuroterus albipes,0,1
68,douglasi,1,HNHR,2004,147,40,2.09,0,0,Neuroterus albipes,0,1
114,lobata,1,HNHR,2005,215,43,6.789,0,0,Neuroterus albipes,0,1
79,lobata,1,HNHR,2005,161,53,10.585,0,0,Neuroterus albipes,0,1
113,lobata,1,HNHR,2004,214,40,4.24,0,0,Neuroterus albipes,0,1
333,lobata,10,TOWER HS,2005,8,34,4.237,0,0,Neuroterus albipes,0,1
300,douglasi,8,LIEBRE M,2004,33,36,1.65,0,0,Neuroterus albipes,0,1
138,lobata,1,HNHR,2006,248,16,3.538,0,0,Neuroterus albipes,0,1
271,douglasi,4,SEDGWICK,2004,19,51,2.97,0,0,Neuroterus albipes,0,1
238,lobata,3,POZO,2006,40,60,1.768,0,0,Neuroterus albipes,0,1
305,douglasi,8,LIEBRE M,2005,38,87,3.063,0,0,Neuroterus albipes,0,1
42,lobata,1,HNHR,2004,92,30,4.84,0,0,Neuroterus albipes,0,1
471,lobata,8,LIEBRE M,2005,47,41,5.861,0,0,Neuroterus albipes,0,1
118,douglasi,1,HNHR,2005,220,63,11.34,0,0,Neuroterus albipes,0,1
5,lobata,1,HNHR,2005,10,45,4.132,0,0,Neuroterus albipes,0,1
301,douglasi,8,LIEBRE M,2004,34,64,3.05,0,0,Neuroterus albipes,0,1
243,lobata,3,POZO,2006,49,32,3.512,0,0,Neuroterus albipes,0,1
407,douglasi,14,SAN JOAQ,2004,2,62,3.3,0,0,Neuroterus albipes,0,1
312,douglasi,9,HOPLAND,2005,6,32,4.348,0,0,Neuroterus albipes,0,1
255,lobata,3,POZO,2006,74,20,3.639,0,0,Neuroterus albipes,0,1
133,lobata,1,HNHR,2006,242,55,5.165,0,0,Neuroterus albipes,0,1
434,lobata,9,HOPLAND,2006,66,14,4.334,0,0,Neuroterus albipes,0,1
102,lobata,1,HNHR,2005,197,34,10.762,0,0,Neuroterus albipes,0,1
43,lobata,1,HNHR,2004,98,27,3.41,0,0,Neuroterus albipes,0,1
255,lobata,3,POZO,2004,74,45,4.78,0,0,Neuroterus albipes,0,1
272,lobata,4,SEDGWICK,2004,23,49,6.63,0,0,Neuroterus albipes,0,1
369,lobata,11,DYE CRK,2004,27,45,3.92,0,0,Neuroterus albipes,0,1
218,lobata,3,POZO,2006,14,32,4.243,0,0,Neuroterus albipes,0,1
23,douglasi,1,HNHR,2004,50,36,3.7,0,0,Neuroterus albipes,0,1
302,douglasi,8,LIEBRE M,2005,35,42,2.929,0,0,Neuroterus albipes,0,1
456,douglasi,16,KAWEAH R,2005,16,59,4.431,0,0,Neuroterus albipes,0,1
338,lobata,10,TOWER HS,2005,53,20,6.305,0,0,Neuroterus albipes,0,1
68,douglasi,1,HNHR,2005,147,125,7.756,0,0,Neuroterus albipes,0,1
394,douglasi,12,SIERRA F,2004,13,38,3.64,0,0,Neuroterus albipes,0,1
284,lobata,4,SEDGWICK,2004,48,36,5.6,0,0,Neuroterus albipes,0,1
227,douglasi,3,POZO,2005,23,59,2.707,0,0,Neuroterus albipes,0,1
19,lobata,1,HNHR,2005,45,37,4.73,0,0,Neuroterus albipes,0,1
89,lobata,1,HNHR,2004,177,65,10.23,0,0,Neuroterus albipes,0,1
358,douglasi,11,DYE CRK,2004,16,70,2.49,0,0,Neuroterus albipes,0,1
217,lobata,3,POZO,2005,12,55,2.229,0,0,Neuroterus albipes,0,1
146,lobata,2,JASPER R,2006,9,14,1.581,0,0,Neuroterus albipes,0,1
279,lobata,4,SEDGWICK,2005,43,82,9.04,0,0,Neuroterus albipes,0,1
122,lobata,1,HNHR,2006,225,16,4.281,0,0,Neuroterus albipes,0,1
314,douglasi,9,HOPLAND,2003,8,78,6.999,0,0,Neuroterus albipes,0,1
164,lobata,2,JASPER R,2006,36,10,2.835,0,0,Neuroterus albipes,0,1
453,douglasi,16,KAWEAH R,2003,13,74,3.595,0,0,Neuroterus albipes,0,1
428,douglasi,14,SAN JOAQ,2003,23,49,5.894,0,0,Neuroterus albipes,0,1
90,lobata,1,HNHR,2004,179,42,9.72,0,0,Neuroterus albipes,0,1
353,douglasi,11,DYE CRK,2004,11,39,4.02,0,0,Neuroterus albipes,0,1
332,lobata,10,TOWER HS,2004,7,32,3.09,0,0,Neuroterus albipes,0,1
243,lobata,3,POZO,2005,49,37,5.938,0,0,Neuroterus albipes,0,1
330,lobata,10,TOWER HS,2006,4,17,1.569,0,0,Neuroterus albipes,0,1
46,lobata,1,HNHR,2006,108,36,7.747,0,0,Neuroterus albipes,0,1
270,douglasi,4,SEDGWICK,2004,16,70,3.7,0,0,Neuroterus albipes,0,1
440,lobata,9,HOPLAND,2004,72,34,4.3,0,0,Neuroterus albipes,0,1
453,douglasi,16,KAWEAH R,2005,13,43,1.305,0,0,Neuroterus albipes,0,1
15,douglasi,1,HNHR,2003,39,81,6.721,0,0,Neuroterus albipes,0,1
191,lobata,2,JASPER R,2004,73,26,7.06,0,0,Neuroterus albipes,0,1
454,douglasi,16,KAWEAH R,2004,14,30,3.83,0,0,Neuroterus albipes,0,1
38,lobata,1,HNHR,2005,75,40,5.456,0,0,Neuroterus albipes,0,1
142,lobata,2,JASPER R,2005,5,39,3.98,0,0,Neuroterus albipes,0,1
232,douglasi,3,POZO,2004,29,45,2.43,0,0,Neuroterus albipes,0,1
89,lobata,1,HNHR,2005,177,40,9.347,0,0,Neuroterus albipes,0,1
299,douglasi,8,LIEBRE M,2005,32,86,7.276,0,0,Neuroterus albipes,0,1
166,douglasi,2,JASPER R,2003,39,44,13.014,0,0,Neuroterus albipes,0,1
336,lobata,10,TOWER HS,2006,11,16,3.812,0,0,Neuroterus albipes,0,1
358,douglasi,11,DYE CRK,2005,16,82,3.618,0,0,Neuroterus albipes,0,1
151,lobata,2,JASPER R,2004,19,17,5.36,0,0,Neuroterus albipes,0,1
265,douglasi,4,SEDGWICK,2004,9,69,5.11,0,0,Neuroterus albipes,0,1
252,lobata,3,POZO,2005,59,66,5.073,0,0,Neuroterus albipes,0,1
442,lobata,15,KAWEAH O,2006,2,24,2.928,0,0,Neuroterus albipes,0,1
374,lobata,11,DYE CRK,2006,32,37,5.12,0,0,Neuroterus albipes,0,1
219,douglasi,3,POZO,2005,15,36,1.501,0,0,Neuroterus albipes,0,1
321,douglasi,9,HOPLAND,2005,54,55,11.207,0,0,Neuroterus albipes,0,1
436,lobata,9,HOPLAND,2006,68,43,3.902,0,0,Neuroterus albipes,0,1
125,douglasi,1,HNHR,2004,229,39,0,0,0,Neuroterus albipes,0,1
222,douglasi,3,POZO,2003,18,30,1.956,0,0,Neuroterus albipes,0,1
260,douglasi,4,SEDGWICK,2004,4,96,7.86,0,0,Neuroterus albipes,0,1
454,douglasi,16,KAWEAH R,2003,14,47,3.561,0,0,Neuroterus albipes,0,1
241,lobata,3,POZO,2006,46,29,2.68,0,0,Neuroterus albipes,0,1
440,lobata,9,HOPLAND,2005,72,22,8.474,0,0,Neuroterus albipes,0,1
76,douglasi,1,HNHR,2005,157,55,7.575,0,0,Neuroterus albipes,0,1
156,lobata,2,JASPER R,2005,24,88,10.117,0,0,Neuroterus albipes,0,1
182,lobata,2,JASPER R,2006,63,9,1.407,0,0,Neuroterus albipes,0,1
98,lobata,1,HNHR,2004,191,56,10.3,0,0,Neuroterus albipes,0,1
441,lobata,15,KAWEAH O,2006,1,22,3.769,0,0,Neuroterus albipes,0,1
410,douglasi,14,SAN JOAQ,2003,5,52,6.4,0,0,Neuroterus albipes,0,1
133,lobata,1,HNHR,2004,242,56,5.73,0,0,Neuroterus albipes,0,1
239,lobata,3,POZO,2004,43,41,4.27,0,0,Neuroterus albipes,0,1
420,douglasi,14,SAN JOAQ,2004,15,69,3.55,0,0,Neuroterus albipes,0,1
450,lobata,15,KAWEAH O,2006,10,23,3.806,0,0,Neuroterus albipes,0,1
269,douglasi,4,SEDGWICK,2003,15,28,4.156,0,0,Neuroterus albipes,0,1
314,douglasi,9,HOPLAND,2005,8,63,5.865,0,0,Neuroterus albipes,0,1
340,lobata,10,TOWER HS,2004,55,26,4.11,0,0,Neuroterus albipes,0,1
444,lobata,15,KAWEAH O,2004,4,60,3.8,0,0,Neuroterus albipes,0,1
264,douglasi,4,SEDGWICK,2003,8,53,4.477,0,0,Neuroterus albipes,0,1
355,douglasi,11,DYE CRK,2005,13,105,5.082,0,0,Neuroterus albipes,0,1
216,douglasi,3,POZO,2003,11,66,2.748,0,0,Neuroterus albipes,0,1
97,lobata,1,HNHR,2005,189,32,5.185,0,0,Neuroterus albipes,0,1
155,douglasi,2,JASPER R,2003,23,113,5.269,0,0,Neuroterus albipes,0,1
79,lobata,1,HNHR,2006,161,49,6.558,0,0,Neuroterus albipes,0,1
339,lobata,10,TOWER HS,2004,54,24,3.17,0,0,Neuroterus albipes,0,1
415,douglasi,14,SAN JOAQ,2004,10,98,0,0,0,Neuroterus albipes,0,1
92,douglasi,1,HNHR,2005,183,63,4.585,0,0,Neuroterus albipes,0,1
59,lobata,1,HNHR,2006,130,59,6.101,0,0,Neuroterus albipes,0,1
478,lobata,12,SIERRA F,2005,40,52,8.875,0,0,Neuroterus albipes,0,1
259,douglasi,4,SEDGWICK,2003,3,42,2.937,0,0,Neuroterus albipes,0,1
427,douglasi,14,SAN JOAQ,2005,22,73,3.78,0,0,Neuroterus albipes,0,1
166,douglasi,2,JASPER R,2005,39,99,14.208,0,0,Neuroterus albipes,0,1
120,douglasi,1,HNHR,2003,223,101,7.426,0,0,Neuroterus albipes,0,1
101,lobata,1,HNHR,2005,196,25,4.556,0,0,Neuroterus albipes,0,1
118,douglasi,1,HNHR,2004,220,30,4.13,0,0,Neuroterus albipes,0,1
25,lobata,1,HNHR,2004,52,22,7.46,0,0,Neuroterus albipes,0,1
4,lobata,1,HNHR,2006,6,51,8.454,0,0,Neuroterus albipes,0,1
357,douglasi,11,DYE CRK,2005,15,77,3.562,0,0,Neuroterus albipes,0,1
216,douglasi,3,POZO,2004,11,90,2.4,0,0,Neuroterus albipes,0,1
366,lobata,11,DYE CRK,2006,24,31,2.54,0,0,Neuroterus albipes,0,1
107,lobata,1,HNHR,2005,207,46,9.617,0,0,Neuroterus albipes,0,1
150,lobata,2,JASPER R,2006,14,10,2.813,0,0,Neuroterus albipes,0,1
94,douglasi,1,HNHR,2005,185,100,3.688,0,0,Neuroterus albipes,0,1
70,douglasi,1,HNHR,2005,151,82,3.287,0,0,Neuroterus albipes,0,1
266,douglasi,4,SEDGWICK,2003,10,32,3.67,0,0,Neuroterus albipes,0,1
18,lobata,1,HNHR,2006,44,43,6.618,0,0,Neuroterus albipes,0,1
387,douglasi,12,SIERRA F,2003,6,88,5.49,0,0,Neuroterus albipes,0,1
126,douglasi,1,HNHR,2003,231,74,7.106,0,0,Neuroterus albipes,0,1
443,lobata,15,KAWEAH O,2005,3,21,3.236,0,0,Neuroterus albipes,0,1
373,lobata,11,DYE CRK,2004,31,46,7.06,0,0,Neuroterus albipes,0,1
62,lobata,1,HNHR,2004,136,27,3.78,0,0,Neuroterus albipes,0,1
21,douglasi,1,HNHR,2004,47,47,5.7,0,0,Neuroterus albipes,0,1
17,douglasi,1,HNHR,2005,43,62,4.706,0,0,Neuroterus albipes,0,1
158,douglasi,2,JASPER R,2004,26,43,3.94,0,0,Neuroterus albipes,0,1
437,lobata,9,HOPLAND,2004,69,24,9.56,0,0,Neuroterus albipes,0,1
385,douglasi,12,SIERRA F,2003,4,94,6.347,0,0,Neuroterus albipes,0,1
16,douglasi,1,HNHR,2003,40,113,5.276,0,0,Neuroterus albipes,0,1
299,douglasi,8,LIEBRE M,2003,32,70,5.436,0,0,Neuroterus albipes,0,1
383,douglasi,12,SIERRA F,2003,2,68,4.722,0,0,Neuroterus albipes,0,1
75,douglasi,1,HNHR,2005,156,81,8.449,0,0,Neuroterus albipes,0,1
477,lobata,12,SIERRA F,2006,39,24,1.972,0,0,Neuroterus albipes,0,1
196,douglasi,2,JASPER R,2005,80,52,17.769,0,0,Neuroterus albipes,0,1
403,douglasi,12,SIERRA F,2004,23,41,2.55,0,0,Neuroterus albipes,0,1
291,douglasi,8,LIEBRE M,2005,24,50,4.627,0,0,Neuroterus albipes,0,1
438,lobata,9,HOPLAND,2004,70,29,4.17,0,0,Neuroterus albipes,0,1
417,douglasi,14,SAN JOAQ,2005,12,69,4.791,0,0,Neuroterus albipes,0,1
95,douglasi,1,HNHR,2003,186,37,4.621,0,0,Neuroterus albipes,0,1
404,douglasi,12,SIERRA F,2003,24,58,5.336,0,0,Neuroterus albipes,0,1
322,douglasi,9,HOPLAND,2005,55,42,5.552,0,0,Neuroterus albipes,0,1
216,douglasi,3,POZO,2005,11,114,4.959,0,0,Neuroterus albipes,0,1
106,lobata,1,HNHR,2005,203,39,7.979,0,0,Neuroterus albipes,0,1
405,douglasi,12,SIERRA F,2005,25,84,4.863,0,0,Neuroterus albipes,0,1
264,douglasi,4,SEDGWICK,2005,8,53,4.012,0,0,Neuroterus albipes,0,1
274,lobata,4,SEDGWICK,2004,27,29,4.93,0,0,Neuroterus albipes,0,1
467,lobata,8,LIEBRE M,2006,43,28,5.828,0,0,Neuroterus albipes,0,1
416,douglasi,14,SAN JOAQ,2003,11,60,3.353,0,0,Neuroterus albipes,0,1
162,douglasi,2,JASPER R,2004,33,41,3.6,0,0,Neuroterus albipes,0,1
239,lobata,3,POZO,2006,43,14,4.179,0,0,Neuroterus albipes,0,1
141,lobata,2,JASPER R,2006,2,12,1.399,0,0,Neuroterus albipes,0,1
202,lobata,2,JASPER R,2005,91,44,8.937,0,0,Neuroterus albipes,0,1
89,lobata,1,HNHR,2006,177,17,4.992,0,0,Neuroterus albipes,0,1
409,douglasi,14,SAN JOAQ,2004,4,46,2.47,0,0,Neuroterus albipes,0,1
299,douglasi,8,LIEBRE M,2004,32,68,3.94,0,0,Neuroterus albipes,0,1
109,lobata,1,HNHR,2005,210,42,10.484,0,0,Neuroterus albipes,0,1
104,lobata,1,HNHR,2005,199,43,12.513,0,0,Neuroterus albipes,0,1
340,lobata,10,TOWER HS,2006,55,8,3.506,0,0,Neuroterus albipes,0,1
244,lobata,3,POZO,2005,50,17,3.928,0,0,Neuroterus albipes,0,1
233,douglasi,3,POZO,2005,30,48,5.158,0,0,Neuroterus albipes,0,1
356,douglasi,11,DYE CRK,2005,14,48,1.993,0,0,Neuroterus albipes,0,1
255,lobata,3,POZO,2005,74,38,4.662,0,0,Neuroterus albipes,0,1
430,douglasi,14,SAN JOAQ,2004,25,89,7.988,0,0,Neuroterus albipes,0,1
92,douglasi,1,HNHR,2003,183,68,5.784,0,0,Neuroterus albipes,0,1
9,lobata,1,HNHR,2004,17,28,7.8,0,0,Neuroterus albipes,0,1
54,douglasi,1,HNHR,2003,124,86,5.265,0,0,Neuroterus albipes,0,1
272,lobata,4,SEDGWICK,2005,23,56,7.723,0,0,Neuroterus albipes,0,1
100,lobata,1,HNHR,2004,193,70,9.45,0,0,Neuroterus albipes,0,1
93,douglasi,1,HNHR,2005,184,110,13.341,0,0,Neuroterus albipes,0,1
148,douglasi,2,JASPER R,2005,11,80,8.53,0,0,Neuroterus albipes,0,1
260,douglasi,4,SEDGWICK,2003,4,51,4.302,2,0.007,Neuroterus albipes,0,1
23,douglasi,1,HNHR,2005,50,85,7.19,0,0,Neuroterus albipes,0,1
161,douglasi,2,JASPER R,2003,30,66,7.939,0,0,Neuroterus albipes,0,1
428,douglasi,14,SAN JOAQ,2005,23,78,4.9,0,0,Neuroterus albipes,0,1
390,douglasi,12,SIERRA F,2005,9,46,2.849,0,0,Neuroterus albipes,0,1
256,lobata,3,POZO,2005,75,46,5.88,0,0,Neuroterus albipes,0,1
333,lobata,10,TOWER HS,2004,8,40,3.82,0,0,Neuroterus albipes,0,1
427,douglasi,14,SAN JOAQ,2003,22,65,4.92,0,0,Neuroterus albipes,0,1
20,douglasi,1,HNHR,2003,46,123,7.235,0,0,Neuroterus albipes,0,1
195,lobata,2,JASPER R,2005,79,65,10.291,0,0,Neuroterus albipes,0,1
214,douglasi,3,POZO,2005,9,82,3.703,0,0,Neuroterus albipes,0,1
316,douglasi,9,HOPLAND,2003,10,86,3.08,0,0,Neuroterus albipes,0,1
393,douglasi,12,SIERRA F,2003,12,96,4.339,0,0,Neuroterus albipes,0,1
286,lobata,4,SEDGWICK,2004,50,61,7.42,0,0,Neuroterus albipes,0,1
213,lobata,3,POZO,2006,7,22,3.173,0,0,Neuroterus albipes,0,1
329,lobata,10,TOWER HS,2006,3,51,4.374,0,0,Neuroterus albipes,0,1
277,douglasi,4,SEDGWICK,2005,35,124,4.626,0,0,Neuroterus albipes,0,1
386,douglasi,12,SIERRA F,2003,5,70,5.251,0,0,Neuroterus albipes,0,1
86,lobata,1,HNHR,2006,172,8,1.822,0,0,Neuroterus albipes,0,1
56,douglasi,1,HNHR,2004,126,61,5.18,0,0,Neuroterus albipes,0,1
22,douglasi,1,HNHR,2004,48,43,5.383,0,0,Neuroterus albipes,0,1
404,douglasi,12,SIERRA F,2005,24,60,4.361,0,0,Neuroterus albipes,0,1
54,douglasi,1,HNHR,2004,124,90,8.68,0,0,Neuroterus albipes,0,1
388,douglasi,12,SIERRA F,2003,7,107,5.186,0,0,Neuroterus albipes,0,1
136,douglasi,1,HNHR,2003,246,79,6.294,0,0,Neuroterus albipes,0,1
415,douglasi,14,SAN JOAQ,2003,10,56,2.691,0,0,Neuroterus albipes,0,1
122,lobata,1,HNHR,2005,225,33,10.57,0,0,Neuroterus albipes,0,1
319,douglasi,9,HOPLAND,2005,52,47,5.129,0,0,Neuroterus albipes,0,1
302,douglasi,8,LIEBRE M,2004,35,80,5.91,0,0,Neuroterus albipes,0,1
432,lobata,9,HOPLAND,2004,64,27,3.71,0,0,Neuroterus albipes,0,1
376,lobata,11,DYE CRK,2006,34,18,2.041,0,0,Neuroterus albipes,0,1
110,lobata,1,HNHR,2004,211,31,7.15,0,0,Neuroterus albipes,0,1
330,lobata,10,TOWER HS,2005,4,45,3.229,0,0,Neuroterus albipes,0,1
425,douglasi,14,SAN JOAQ,2005,20,65,5.209,0,0,Neuroterus albipes,0,1
360,douglasi,11,DYE CRK,2005,18,58,3.11,0,0,Neuroterus albipes,0,1
75,douglasi,1,HNHR,2003,156,100,6.705,0,0,Neuroterus albipes,0,1
338,lobata,10,TOWER HS,2004,53,21,6.79,0,0,Neuroterus albipes,0,1
345,douglasi,11,DYE CRK,2004,3,59,3.79,0,0,Neuroterus albipes,0,1
472,lobata,8,LIEBRE M,2005,48,24,4.765,0,0,Neuroterus albipes,0,1
250,douglasi,3,POZO,2004,57,80,3.43,0,0,Neuroterus albipes,0,1
107,lobata,1,HNHR,2004,207,23,3.35,0,0,Neuroterus albipes,0,1
65,lobata,1,HNHR,2005,142,26,5.402,0,0,Neuroterus albipes,0,1
215,lobata,3,POZO,2006,10,13,2.316,0,0,Neuroterus albipes,0,1
273,ldoug,4,SEDGWICK,2004,25,45,3.89,0,0,Neuroterus albipes,0,1
418,douglasi,14,SAN JOAQ,2005,13,43,2.255,0,0,Neuroterus albipes,0,1
211,douglasi,3,POZO,2003,4,81,6.021,0,0,Neuroterus albipes,0,1
114,lobata,1,HNHR,2004,215,30,3.72,0,0,Neuroterus albipes,0,1
354,douglasi,11,DYE CRK,2003,12,59,4.262,0,0,Neuroterus albipes,0,1
173,douglasi,2,JASPER R,2005,46,53,5.333,0,0,Neuroterus albipes,0,1
79,lobata,1,HNHR,2004,161,43,5.03,0,0,Neuroterus albipes,0,1
399,douglasi,12,SIERRA F,2004,18,31,3.82,0,0,Neuroterus albipes,0,1
27,douglasi,1,HNHR,2005,55,99,7.094,0,0,Neuroterus albipes,0,1
158,douglasi,2,JASPER R,2003,26,45,6.1,0,0,Neuroterus albipes,0,1
362,douglasi,11,DYE CRK,2005,20,62,5.594,0,0,Neuroterus albipes,0,1
269,douglasi,4,SEDGWICK,2004,15,62,4.36,0,0,Neuroterus albipes,0,1
198,lobata,2,JASPER R,2004,82,35,5.06,0,0,Neuroterus albipes,0,1
276,douglasi,4,SEDGWICK,2003,34,44,4.737,0,0,Neuroterus albipes,0,1
32,lobata,1,HNHR,2005,62,50,7.06,0,0,Neuroterus albipes,0,1
206,lobata,2,JASPER R,2005,98,50,10.133,0,0,Neuroterus albipes,0,1
34,lobata,1,HNHR,2005,66,31,5.74,0,0,Neuroterus albipes,0,1
436,lobata,9,HOPLAND,2004,68,30,6.55,0,0,Neuroterus albipes,0,1
64,lobata,1,HNHR,2005,140,38,7.886,0,0,Neuroterus albipes,0,1
458,douglasi,16,KAWEAH R,2003,18,56,4.986,0,0,Neuroterus albipes,0,1
407,douglasi,14,SAN JOAQ,2003,2,58,4.064,0,0,Neuroterus albipes,0,1
444,lobata,15,KAWEAH O,2005,4,48,4.193,0,0,Neuroterus albipes,0,1
273,douglasi,4,SEDGWICK,2005,25,49,3.993,0,0,Neuroterus albipes,0,1
483,lobata,12,SIERRA F,2006,45,23,5.064,0,0,Neuroterus albipes,0,1
311,douglasi,9,HOPLAND,2005,5,70,2.457,0,0,Neuroterus albipes,0,1
405,douglasi,12,SIERRA F,2004,25,62,4.18,0,0,Neuroterus albipes,0,1
259,douglasi,4,SEDGWICK,2004,3,86,4.64,0,0,Neuroterus albipes,0,1
403,douglasi,12,SIERRA F,2005,23,64,6.54,0,0,Neuroterus albipes,0,1
52,douglasi,1,HNHR,2005,122,31,4.683,0,0,Neuroterus albipes,0,1
351,douglasi,11,DYE CRK,2003,9,78,7.931,0,0,Neuroterus albipes,0,1
248,douglasi,3,POZO,2004,55,59,2.55,0,0,Neuroterus albipes,0,1
177,lobata,2,JASPER R,2006,58,11,2.201,0,0,Neuroterus albipes,0,1
256,lobata,3,POZO,2006,75,36,2.836,0,0,Neuroterus albipes,0,1
261,douglasi,4,SEDGWICK,2003,5,65,3.987,0,0,Neuroterus albipes,0,1
209,douglasi,3,POZO,2005,2,98,3.874,0,0,Neuroterus albipes,0,1
162,douglasi,2,JASPER R,2003,33,67,7.608,0,0,Neuroterus albipes,0,1
484,lobata,12,SIERRA F,2004,46,21,5.37,0,0,Neuroterus albipes,0,1
315,douglasi,9,HOPLAND,2004,9,57,3.62,0,0,Neuroterus albipes,0,1
236,lobata,3,POZO,2004,35,85,3.242,0,0,Neuroterus albipes,0,1
186,lobata,2,JASPER R,2006,68,14,2.615,0,0,Neuroterus albipes,0,1
253,lobata,3,POZO,2004,60,80,11.65,0,0,Neuroterus albipes,0,1
154,douglasi,2,JASPER R,2004,22,38,3,0,0,Neuroterus albipes,0,1
268,douglasi,4,SEDGWICK,2003,14,69,5.597,0,0,Neuroterus albipes,0,1
462,douglasi,16,KAWEAH R,2003,22,60,6.192,0,0,Neuroterus albipes,0,1
98,lobata,1,HNHR,2006,191,37,2.869,0,0,Neuroterus albipes,0,1
458,douglasi,16,KAWEAH R,2004,18,42,3.93,0,0,Neuroterus albipes,0,1
156,lobata,2,JASPER R,2006,24,12,2.107,0,0,Neuroterus albipes,0,1
387,douglasi,12,SIERRA F,2004,6,42,3.82,0,0,Neuroterus albipes,0,1
353,douglasi,11,DYE CRK,2003,11,123,6.533,0,0,Neuroterus albipes,0,1
294,douglasi,8,LIEBRE M,2003,27,57,2.413,0,0,Neuroterus albipes,0,1
129,lobata,1,HNHR,2005,235,27,5.977,0,0,Neuroterus albipes,0,1
484,lobata,12,SIERRA F,2006,46,17,2.794,0,0,Neuroterus albipes,0,1
36,lobata,1,HNHR,2005,72,18,7.952,0,0,Neuroterus albipes,0,1
194,douglasi,2,JASPER R,2004,76,38,5.12,0,0,Neuroterus albipes,0,1
460,douglasi,16,KAWEAH R,2004,20,59,3,0,0,Neuroterus albipes,0,1
468,lobata,8,LIEBRE M,2004,44,52,4.38,0,0,Neuroterus albipes,0,1
178,lobata,2,JASPER R,2005,59,64,9.482,0,0,Neuroterus albipes,0,1
480,lobata,12,SIERRA F,2004,42,22,3.69,0,0,Neuroterus albipes,0,1
178,lobata,2,JASPER R,2006,59,13,3.198,0,0,Neuroterus albipes,0,1
272,lobata,4,SEDGWICK,2006,23,22,2.465,0,0,Neuroterus albipes,0,1
412,douglasi,14,SAN JOAQ,2005,7,85,3.263,0,0,Neuroterus albipes,0,1
439,lobata,9,HOPLAND,2004,71,25,7.7,0,0,Neuroterus albipes,0,1
187,lobata,2,JASPER R,2006,69,13,4.36,0,0,Neuroterus albipes,0,1
315,douglasi,9,HOPLAND,2005,9,67,6.105,0,0,Neuroterus albipes,0,1
236,lobata,3,POZO,2005,35,57,3.095,0,0,Neuroterus albipes,0,1
119,douglasi,1,HNHR,2003,221,42,4.145,0,0,Neuroterus albipes,0,1
244,lobata,3,POZO,2006,50,15,2.606,0,0,Neuroterus albipes,0,1
370,lobata,11,DYE CRK,2005,28,48,7.611,0,0,Neuroterus albipes,0,1
154,douglasi,2,JASPER R,2005,22,53,6.46,0,0,Neuroterus albipes,0,1
263,douglasi,4,SEDGWICK,2004,7,69,5.62,0,0,Neuroterus albipes,0,1
