"Obs.ID","Obs.Date","Sub.Date","Update.Date","User","Taxon.ID","Taxon.Name","Taxon.Common.Name","Grade","Latitude","Longitude","Accuracy..m.","Place.Description","Life.Stage","Evidence.of.Presence","Gall.Generation","Gall.Phenophase","observed_on","agdd","phenogen"
56692230,"2020-08-15T20:04:00-05:00","2020-08-16T18:44:39-05:00","2022-05-13T15:00:55-05:00","pfau_tarleton",1195335,"Belonocnema kinseyi",NA,"research",32.1642845371,-98.2870035431,111,"Erath County, TX, USA",NA,"29","unisexual","developing","2020-08-15",7842.52685547,"Agamic Developing"
56483860,"2020-08-14T15:21:34-05:00","2020-08-14T23:57:29-05:00","2022-05-13T14:46:09-05:00","pisum",1195335,"Belonocnema kinseyi",NA,"research",29.8306582918,-95.6301612407,9,"Bear Creek Pioneers Park, Houston, TX, USA",NA,"29","unisexual","developing","2020-08-14",9078.52148438,"Agamic Developing"
56336662,"2020-08-13T12:13:19-05:00","2020-08-13T12:14:26-05:00","2022-05-21T01:14:26-05:00","plantmorenatives",1195335,"Belonocnema kinseyi",NA,"research",29.5873336358,-95.1543720857,395,"Bay Glen, Houston, TX, US",NA,"29","unisexual","developing","2020-08-13",9013.48925781,"Agamic Developing"
56227707,"2020-08-12T10:04:36+00:00","2020-08-12T15:05:27+00:00","2022-05-13T19:46:31+00:00","juneo",1195335,"Belonocnema kinseyi",NA,"research",29.82452543,-94.38919178,9,"Winnie, TX 77665, USA",NA,"29","unisexual","developing","2020-08-12",8573.20800781,"Agamic Developing"
55982091,"2020-08-03T18:31:56-05:00","2020-08-09T19:56:49-05:00","2022-05-21T01:16:32-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",30.4922361111,-100.6846027778,NA,"Sutton County, TX, USA",NA,"29","unisexual","perimature","2020-08-03",7604.94287109,"Agamic Perimature"
55974343,"2020-08-09T18:15:58+00:00","2020-08-09T23:30:27+00:00","2022-05-13T20:03:14+00:00","dhirt40",1195335,"Belonocnema kinseyi",NA,"research",29.5807949454,-95.218950676,65,"Sagevale Ln, Houston, TX, US",NA,"29","unisexual","developing","2020-08-09",8861.29980469,"Agamic Developing"
55836961,"2020-08-08T10:46:00-05:00","2020-08-08T15:39:04-05:00","2022-05-13T14:59:17-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.7951083333,-97.41451,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-08-08",7799.71142578,"Agamic Developing"
55613189,"2020-08-06T11:56:04-05:00","2020-08-06T11:56:45-05:00","2022-05-13T14:52:41-05:00","jhamby",1195335,"Belonocnema kinseyi",NA,"research",29.5643677653,-95.1211344001,19,"Reseda Dr, Houston, TX, US",NA,"29","unisexual","developing","2020-08-06",8695.26757812,"Agamic Developing"
55274197,"2020-08-03T08:38:52-05:00","2020-08-03T08:39:48-05:00","2022-05-13T15:05:46-05:00","cintylee",1195335,"Belonocnema kinseyi",NA,"research",29.718495,-95.396195,50,"Rice University, Houston, TX, US",NA,"29","unisexual","developing","2020-08-03",8502.56933594,"Agamic Developing"
54434884,"2020-07-26T14:20:00-10:00","2020-07-26T09:21:36-10:00","2022-05-13T11:56:10-10:00","darlingbeetle",1195335,"Belonocnema kinseyi",NA,"research",29.741255,-95.7534243,14,"Cinco Ranch North Lake Village, Cinco Ranch, TX 77450, USA",NA,"29","unisexual","developing","2020-07-26",7984.20166016,"Agamic Developing"
54426468,"2020-07-26T12:46:51+00:00","2020-07-26T18:22:11+00:00","2022-05-13T19:54:33+00:00","tess32",1195335,"Belonocnema kinseyi",NA,"research",29.6928916667,-95.1376222222,NA,"Westside Manor, Deer Park, TX 77536, USA",NA,"29","unisexual","developing","2020-07-26",8115.37890625,"Agamic Developing"
54406901,"2020-07-26T10:42:59+00:00","2020-07-26T15:46:12+00:00","2022-05-13T19:56:09+00:00","heathersmith1124",1195335,"Belonocnema kinseyi",NA,"research",29.7853579057,-98.5415179963,65,"Glenwood Loop, Bulverde, TX, US",NA,"29","unisexual","developing","2020-07-26",7436.55419922,"Agamic Developing"
54184713,"2020-07-24T13:24:28+00:00","2020-07-24T18:31:03+00:00","2022-05-20T23:38:20+00:00","katmay",1195335,"Belonocnema kinseyi",NA,"research",29.71000333,-95.41086667,30,"Goldsmith St, Houston, TX, US",NA,"29","unisexual","developing","2020-07-24",8009.00878906,"Agamic Developing"
54184495,"2020-07-24T13:24:25+00:00","2020-07-24T18:28:48+00:00","2022-05-13T20:00:40+00:00","katmay",1195335,"Belonocnema kinseyi",NA,"research",29.71008667,-95.41076667,30,"Goldsmith St, Houston, TX, US",NA,"29","unisexual","developing","2020-07-24",8009.00878906,"Agamic Developing"
54102348,"2020-07-23T15:22:00-05:00","2020-07-23T17:21:11-05:00","2022-05-13T14:56:33-05:00","rich451",1195335,"Belonocnema kinseyi",NA,"research",29.5415437631,-95.0194454978,1,"Texas, US",NA,"29","unisexual","developing","2020-07-23",7870.71337891,"Agamic Developing"
53212460,"2020-07-09T07:40:00-05:00","2020-07-15T19:27:05-05:00","2022-05-13T14:59:52-05:00","annikaml",1195335,"Belonocnema kinseyi",NA,"research",29.366334,-95.629795,14,"Brazos Bend State Park, TX",NA,"29","unisexual","developing","2020-07-09",7082.35107422,"Agamic Developing"
52030575,"2020-07-05T10:47:08+00:00","2020-07-05T15:47:42+00:00","2022-05-20T23:38:05+00:00","tobybearden",1195335,"Belonocnema kinseyi",NA,"research",30.06956727,-98.48549447,5,"Blanco, TX 78606, USA",NA,"29","unisexual","developing","2020-07-05",6112.84960938,"Agamic Developing"
51503517,"2020-06-30T14:09:27-05:00","2020-06-30T14:10:25-05:00","2022-05-20T18:37:06-05:00","plantmorenatives",1195335,"Belonocnema kinseyi",NA,"research",29.7429441005,-95.262672212,395,"Mississippi St, Houston, TX, US",NA,"29","unisexual","developing","2020-06-30",6752.65283203,"Agamic Developing"
51484076,"2020-06-28T12:38:22-05:00","2020-06-30T11:25:01-05:00","2022-05-20T18:37:10-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",32.8877027778,-98.5888833333,NA,"Graham, TX 76450, USA",NA,"29","unisexual","developing","2020-06-28",5401.87792969,"Agamic Developing"
51483833,"2020-06-28T12:37:38-05:00","2020-06-30T11:23:53-05:00","2022-05-13T15:04:47-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",32.8877027778,-98.5888833333,NA,"Graham, TX 76450, USA",NA,"29","unisexual","developing","2020-06-28",5401.87792969,"Agamic Developing"
51483797,"2020-06-28T12:37:32-05:00","2020-06-30T11:23:39-05:00","2022-05-20T18:31:34-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",32.8877027778,-98.5888833333,NA,"Graham, TX 76450, USA",NA,"29","unisexual","developing","2020-06-28",5401.87792969,"Agamic Developing"
51483630,"2020-06-28T12:37:22-05:00","2020-06-30T11:22:15-05:00","2022-05-13T14:59:02-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",32.8877027778,-98.5888833333,NA,"Graham, TX 76450, USA",NA,"29","unisexual","developing","2020-06-28",5401.87792969,"Agamic Developing"
51482837,"2020-06-28T12:36:54-05:00","2020-06-30T11:14:31-05:00","2022-05-13T15:05:01-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",32.8877027778,-98.5888833333,NA,"Graham, TX 76450, USA",NA,"29","unisexual","developing","2020-06-28",5401.87792969,"Agamic Developing"
51482803,"2020-06-28T12:36:39-05:00","2020-06-30T11:14:17-05:00","2022-05-20T18:30:14-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",32.8877027778,-98.5888833333,NA,"Graham, TX 76450, USA",NA,"29","unisexual","developing","2020-06-28",5401.87792969,"Agamic Developing"
49893449,"2017/10/02 5:47 PM UTC","2020-06-16T23:33:35+00:00","2022-05-21T16:39:02+00:00","isladoc2pich",1195335,"Belonocnema kinseyi",NA,"research",29.6893569096,-98.4460366047,31,"Bexar County, TX, USA",NA,"29","unisexual","developing","2017-10-02",10883.5507812,"Agamic Developing"
48908885,"2017/12/23 1:32 PM UTC","2020-06-08T14:09:11+00:00","2022-05-21T21:43:24+00:00","isladoc2pich",1195335,"Belonocnema kinseyi",NA,"research",29.689560863,-98.446560423,61,"Bexar County, TX, USA",NA,"29","unisexual","developing","2017-12-23",13336.9248047,"Agamic Developing"
46405605,"2020-05-15T22:57:00-04:00","2020-05-18T15:11:13-04:00","2022-05-20T19:28:57-04:00","donovanmoxley",1195335,"Belonocnema kinseyi",NA,"research",29.6142961679,-98.4912060979,4,"Stone Oak, San Antonio, TX, USA",2,"24","bisexual","","2020-05-15",4148.44042969,"Sexgen Adult"
46185958,"2020-03-27T11:48:53-10:00","2020-05-16T17:58:43-10:00","2022-05-20T12:18:46-10:00","akt2",1195335,"Belonocnema kinseyi",NA,"research",29.8304616667,-95.4113716667,NA,"N Shepherd Dr, Houston, TX, US",2,"24","bisexual","","2020-03-27",2493.08032227,"Sexgen Adult"
44453857,"2020-05-01T01:49:00-05:00","2020-05-01T03:13:21-05:00","2022-05-20T18:28:38-05:00","jgw_atx",1195335,"Belonocnema kinseyi",NA,"research",30.3664773694,-97.6736743295,100,"Windsor Hills, Austin, TX, USA",2,"24","bisexual","","2020-05-01",3444.89331055,"Sexgen Adult"
42816184,"2019/10/09 8:19 AM UTC","2020-04-22T03:10:02+00:00","2022-05-21T16:38:58+00:00","isladoc2pich",1195335,"Belonocnema kinseyi",NA,"research",29.6925094619,-98.44573861,31,"Bexar County, TX, USA",NA,"29","unisexual","developing","2019-10-09",10828.3378906,"Agamic Developing"
41413294,"2020-03-27T23:53:00-05:00","2020-04-04T20:51:44-05:00","2022-05-20T17:18:56-05:00","annikaml",1195335,"Belonocnema kinseyi",NA,"research",32.857027,-96.685761,1,"Lochwood Neighborhood, Dallas, TX",2,"24","bisexual","","2020-03-27",1842.82055664,"Sexgen Adult"
39953958,"2020-03-13T17:37:00-05:00","2020-03-13T22:43:29-05:00","2022-05-20T17:19:07-05:00","cintylee",1195335,"Belonocnema kinseyi",NA,"research",29.7141300554,-95.4023581126,357,"Rice University, Houston, TX, US",2,"24","bisexual","","2020-03-13",1940.93908691,"Sexgen Adult"
37193078,"2019-10-05T10:58:28-05:00","2020-01-02T08:49:59-06:00","2022-05-21T11:38:53-05:00","jamespcollins",1195335,"Belonocnema kinseyi",NA,"research",30.3444423387,-97.838912923,5,"Emma Long Metropolitan Park, Austin, TX, US",NA,"29","unisexual","developing","2019-10-05",10977.2871094,"Agamic Developing"
36860698,"2019-12-22T13:30:02-08:00","2019-12-22T11:35:10-08:00","2022-05-21T14:40:32-07:00","catchang",1195335,"Belonocnema kinseyi",NA,"research",29.840551,-98.4105,22703,"Spring Branch, TX",NA,"29","unisexual","perimature","2019-12-22",12757.6337891,"Agamic Perimature"
36860361,"2019-12-20T13:04:21+00:00","2019-12-22T19:21:48+00:00","2022-05-21T21:40:28+00:00","scott_p_egan",1195335,"Belonocnema kinseyi",NA,"research",30.27809667,-89.37322167,4,"S Beach Blvd, Waveland, MS, US",NA,"29","unisexual","perimature","2019-12-20",12989.3535156,"Agamic Perimature"
36860341,"2019-12-19T13:00:52+00:00","2019-12-22T19:20:50+00:00","2022-05-21T21:43:00+00:00","scott_p_egan",1195335,"Belonocnema kinseyi",NA,"research",29.75736667,-93.60289667,4,"Sarasota Ave, Cameron, LA, US",NA,"29","unisexual","developing","2019-12-19",13275.2099609,"Agamic Developing"
36807157,"2019-12-20T11:21:00-06:00","2019-12-20T15:05:59-06:00","2022-05-21T16:40:20-05:00","sambiology",1195335,"Belonocnema kinseyi",NA,"research",32.7791312389,-97.4144774265,8,"Calloway Park, Fort Worth, TX 76114, USA",NA,"29","unisexual","perimature","2019-12-20",12244.0722656,"Agamic Perimature"
36788616,"2019-12-19T15:33:04-10:00","2019-12-19T15:00:11-10:00","2022-05-21T11:42:47-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.903895,-97.9690783333,NA,"San Marcos, TX, US",NA,"29","unisexual","developing","2019-12-19",13118.1289062,"Agamic Developing"
36728023,"2019-11-29T12:04:20+00:00","2019-12-17T14:33:44+00:00","2022-05-21T18:32:22+00:00","tonilee",1195335,"Belonocnema kinseyi",NA,"research",29.5940418243,-95.5700836182,NA,"Missouri City, TX, USA",NA,"29","unisexual","developing","2019-11-29",13236.7285156,"Agamic Developing"
36488066,"2019-12-08T19:30:36+00:00","2019-12-09T02:41:21+00:00","2022-05-21T21:42:31+00:00","samnanitamanna",1195335,"Belonocnema kinseyi",NA,"research",30.43405,-97.78102833,16,"Rustic Rock Dr, Austin, TX, US",NA,"29","unisexual","developing","2019-12-08",12726.8515625,"Agamic Developing"
36439323,"2019-12-07T11:25:39+00:00","2019-12-07T17:26:44+00:00","2022-05-21T21:42:24+00:00","richard529",1195335,"Belonocnema kinseyi",NA,"research",29.58701683,-98.64287456,7,"Hills and Dales, San Antonio, TX 78255, USA",NA,"29","unisexual","developing","2019-12-07",13000.6103516,"Agamic Developing"
36221834,"2019-11-30T11:00:36+00:00","2019-11-30T17:02:37+00:00","2022-05-21T18:36:09+00:00","shumans",1195335,"Belonocnema kinseyi",NA,"research",30.38695128,-97.99642579,7,"Point Venture, TX, USA",NA,"29","unisexual","perimature","2019-11-30",12467.578125,"Agamic Perimature"
36195287,"2019-11-28T12:52:19-06:00","2019-11-29T14:06:53-06:00","2022-05-21T13:32:15-05:00","becky123",1195335,"Belonocnema kinseyi",NA,"research",29.5874439205,-99.7384784993,4115,"Garner State Park, Concan, TX, US",NA,"29","unisexual","developing","2019-11-28",12525.2089844,"Agamic Developing"
36192827,"2019-11-29T12:29:53+00:00","2019-11-29T18:30:02+00:00","2022-05-21T18:35:58+00:00","ulczynskifamily",1195335,"Belonocnema kinseyi",NA,"research",29.4759562662,-95.1632478597,24,"Cornell Ln, League City, TX, US",NA,"29","unisexual","perimature","2019-11-29",12941.5205078,"Agamic Perimature"
36047986,"2019-11-24T15:30:00-06:00","2019-11-24T22:16:02-06:00","2022-05-21T13:32:03-05:00","victorengel",1195335,"Belonocnema kinseyi",NA,"research",30.3236716667,-97.7735766667,NA,"Mt. Bonnell Terrace, Austin, TX 78731, USA",NA,"29","unisexual","developing","2019-11-24",12772.6855469,"Agamic Developing"
35981491,"2019-11-22T17:00:38-10:00","2019-11-23T06:24:48-10:00","2022-05-21T08:31:59-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.8746916667,-97.9623116667,NA,"San Marcos, TX, US",NA,"29","unisexual","developing","2019-11-22",12484.9580078,"Agamic Developing"
35902091,"2019-11-20T14:13:50-10:00","2019-11-20T13:50:42-10:00","2022-05-21T08:31:55-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.827869901,-97.9881340798,49,"I-35 Frontage Rd, San Marcos, TX, US",NA,"29","unisexual","developing","2019-11-20",12378.6396484,"Agamic Developing"
35878987,"2019-11-19T22:33:31-06:00","2019-11-20T02:25:11-06:00","2022-05-21T13:31:51-05:00","dasha_98",1195335,"Belonocnema kinseyi",NA,"research",30.3906133333,-97.748955,NA,"The Arboretum, Austin, TX, US",NA,"29","unisexual","developing","2019-11-19",12238.515625,"Agamic Developing"
35862473,"2019-11-19T15:10:39+00:00","2019-11-19T21:10:42+00:00","2022-05-21T18:31:47+00:00","rebeccafulkerson",1195335,"Belonocnema kinseyi",NA,"research",32.4204941063,-99.7732486013,65,"Greenbriar Dr, Abilene, TX, US",NA,"29","unisexual","developing","2019-11-19",11441.4072266,"Agamic Developing"
35706193,"2019-11-15T10:59:51-06:00","2019-11-15T11:03:04-06:00","2022-05-21T13:31:44-05:00","nodwhite",1195335,"Belonocnema kinseyi",NA,"research",29.88756333,-97.94698333,96,"Texas State University, San Marcos, TX, US",NA,"29","unisexual","developing","2019-11-15",12283.7705078,"Agamic Developing"
35706038,"2019-11-15T10:59:50+00:00","2019-11-15T17:00:59+00:00","2022-05-21T18:31:40+00:00","jackiecvazos",1195335,"Belonocnema kinseyi",NA,"research",26.2271072064,-98.2387695183,10,"La Vista Ave, McAllen, TX, US",NA,"29","unisexual","developing","2019-11-15",14389.8037109,"Agamic Developing"
35685445,"2019-11-14","2019-11-14T23:31:43+00:00","2022-05-21T18:34:57+00:00","narissav",1195335,"Belonocnema kinseyi",NA,"research",30.4632396,-97.6422333,NA,"Pflugerville",NA,"29","unisexual","perimature","2019-11-14",11941.9941406,"Agamic Perimature"
35622858,"2019-10-16T08:33:20-05:00","2019-11-12T15:59:17-06:00","2022-05-21T11:38:49-05:00","kimberlietx",1195335,"Belonocnema kinseyi",NA,"research",32.8450126648,-97.1983032227,NA,"Fort Worth, TX 76180, USA",NA,"29","unisexual","developing","2019-10-16",10892.3125,"Agamic Developing"
35622492,"2019-11-12T15:52:45+00:00","2019-11-12T21:53:39+00:00","2022-05-21T18:31:32+00:00","ezv100",1195335,"Belonocnema kinseyi",NA,"research",29.5872977749,-98.6213327386,5,"The University of Texas at San Antonio, San Antonio, TX, US",NA,"29","unisexual","developing","2019-11-12",12430.4140625,"Agamic Developing"
35572045,"2019-11-10T09:37:15-06:00","2019-11-11T09:58:07-06:00","2022-05-21T13:31:28-05:00","a372",1195335,"Belonocnema kinseyi",NA,"research",30.2862843,-97.7366513,21,"Waller Creek",NA,"29","unisexual","developing","2019-11-10",12323.8125,"Agamic Developing"
35541627,"2019-11-10T14:35:28+00:00","2019-11-10T20:36:21+00:00","2022-05-21T18:31:24+00:00","stephen417",1195335,"Belonocnema kinseyi",NA,"research",31.5100097085,-97.2086357381,47,"Santa Fe Dr, Woodway, TX, US",NA,"29","unisexual","developing","2019-11-10",11676.234375,"Agamic Developing"
35422255,"2019-11-07T14:48:28-10:00","2019-11-07T11:09:45-10:00","2022-05-21T08:31:20-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.8846583333,-97.9413383333,NA,"N Guadalupe St, San Marcos, TX, US",NA,"29","unisexual","developing","2019-11-07",12161.7578125,"Agamic Developing"
35422216,"2019-11-07T14:49:31-10:00","2019-11-07T11:08:09-10:00","2022-05-21T08:31:17-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.8846633333,-97.941375,NA,"N Guadalupe St, San Marcos, TX, US",NA,"29","unisexual","developing","2019-11-07",12161.7578125,"Agamic Developing"
35166510,"2019-11-01T10:32:34-10:00","2019-11-01T05:34:17-10:00","2022-05-21T08:31:13-10:00","ewsurpless",1195335,"Belonocnema kinseyi",NA,"research",30.50749667,-97.81768833,4,"S Blue Rdg Pkwy, Cedar Park, TX, US",NA,"29","unisexual","developing","2019-11-01",11513.9560547,"Agamic Developing"
35024569,"2019-10-28T16:36:58-05:00","2019-10-28T16:41:42-05:00","2022-05-21T11:38:45-05:00","rolandia",1195335,"Belonocnema kinseyi",NA,"research",29.5096364098,-98.5817645463,101,"South Texas Medical Center, San Antonio, TX, US",NA,"29","unisexual","developing","2019-10-28",12242.3896484,"Agamic Developing"
35014273,"2019-10-28T12:20:51+00:00","2019-10-28T17:21:43+00:00","2022-05-21T16:38:41+00:00","salsafrank",1195335,"Belonocnema kinseyi",NA,"research",30.2013500513,-98.4263164817,13918,"Texas, US",NA,"29","unisexual","developing","2019-10-28",11218.7695312,"Agamic Developing"
34933903,"2019-10-13T11:36:00-05:00","2019-10-26T17:16:25-05:00","2022-05-21T11:38:37-05:00","rhasan141",1195335,"Belonocnema kinseyi",NA,"research",32.8598677802,-98.4565543072,244,"Palo Pinto County, US-TX, US",NA,"29","unisexual","developing","2019-10-13",10496.6503906,"Agamic Developing"
34933872,"2019-10-13T11:36:00-05:00","2019-10-26T17:16:03-05:00","2022-05-21T11:38:33-05:00","rhasan141",1195335,"Belonocnema kinseyi",NA,"research",32.8522080556,-98.4569530556,NA,"Palo Pinto, Texas, United States",NA,"29","unisexual","developing","2019-10-13",10496.6503906,"Agamic Developing"
34933868,"2019-10-13T11:36:00-05:00","2019-10-26T17:16:00-05:00","2022-05-21T11:38:29-05:00","rhasan141",1195335,"Belonocnema kinseyi",NA,"research",32.8521722222,-98.4569713889,NA,"Palo Pinto, Texas, United States",NA,"29","unisexual","developing","2019-10-13",10496.6503906,"Agamic Developing"
34848666,"2019-10-24T17:09:25+00:00","2019-10-24T22:10:33+00:00","2022-05-21T16:38:25+00:00","charlesannerabensburg",1195335,"Belonocnema kinseyi",NA,"research",30.1176138225,-97.339509971,32,"Schaefer Blvd, Bastrop, TX, US",NA,"29","unisexual","developing","2019-10-24",11871.9443359,"Agamic Developing"
34809487,"2019-10-23T14:55:00-05:00","2019-10-23T19:30:34-05:00","2022-05-21T11:34:43-05:00","philipwoodscc",1195335,"Belonocnema kinseyi",NA,"research",27.7481460155,-97.3980710093,15,"Central City, Corpus Christi, TX, USA",NA,"29","unisexual","developing","2019-10-23",12724.7265625,"Agamic Developing"
34791194,"2019-10-22T18:11:00-04:00","2019-10-23T13:38:33-04:00","2022-05-21T12:34:32-04:00","donovanmoxley",1195335,"Belonocnema kinseyi",NA,"research",30.0607777778,-99.5036305556,10,"Kerr, Texas, United States",NA,"29","unisexual","developing","2019-10-22",10754.2060547,"Agamic Developing"
34722052,"2019-10-21T19:00:22-05:00","2019-10-21T22:03:14-05:00","2022-05-21T11:34:24-05:00","sdtx",1195335,"Belonocnema kinseyi",NA,"research",29.89578333,-98.0204,5,"Pioneer Trail, San Marcos, TX, US",NA,"29","unisexual","developing","2019-10-21",11557.1738281,"Agamic Developing"
34698766,"2019-10-16T14:33:05+00:00","2019-10-21T17:53:42+00:00","2022-05-21T16:35:07+00:00","trambao",1195335,"Belonocnema kinseyi",NA,"research",29.7376912031,-95.3758031592,65,"Houston Community College - Central Campus, Houston, TX, US",NA,"29","unisexual","perimature","2019-10-16",11902.2558594,"Agamic Perimature"
34645166,"2019-10-20T09:20:23-05:00","2019-10-20T13:36:52-05:00","2022-05-21T11:34:17-05:00","lanechaffin",1195335,"Belonocnema kinseyi",NA,"research",31.197855,-97.46627833,6,"Moffat Rd, Temple, TX, US",NA,"29","unisexual","developing","2019-10-20",11288.1171875,"Agamic Developing"
34467274,"2019-10-16T14:35:33+00:00","2019-10-16T19:36:02+00:00","2022-05-21T16:35:17+00:00","quan_my",1195335,"Belonocnema kinseyi",NA,"research",29.7361722127,-95.376333837,48,"Houston Community College - Central Campus, Houston, TX, US",NA,"29","unisexual","perimature","2019-10-16",11902.2558594,"Agamic Perimature"
34467162,"2019-10-16T14:33:37+00:00","2019-10-16T19:34:31+00:00","2022-05-21T16:35:37+00:00","quinceyuko",1195335,"Belonocnema kinseyi",NA,"research",29.73636871,-95.37622478,9,"1291160010001, Houston, TX 77004, United States",NA,"29","unisexual","perimature","2019-10-16",11902.2558594,"Agamic Perimature"
34453552,"2019-10-16T09:13:23+00:00","2019-10-16T14:16:38+00:00","2022-05-21T16:34:05+00:00","jasminesw",1195335,"Belonocnema kinseyi",NA,"research",32.7542940667,-97.1007609554,9,"Central Arlington, Arlington, TX, USA",NA,"29","unisexual","developing","2019-10-16",10807.8701172,"Agamic Developing"
34260522,"2019-10-12T10:31:20-05:00","2019-10-12T13:36:48-05:00","2022-05-21T11:34:02-05:00","lanechaffin",1195335,"Belonocnema kinseyi",NA,"research",31.19796333,-97.46707833,24,"Temple, TX, US",NA,"29","unisexual","developing","2019-10-12",11017.1357422,"Agamic Developing"
34232256,"2019-10-08T10:53:06-05:00","2019-10-11T22:32:38-05:00","2022-05-21T11:33:58-05:00","seekingtrees",1195335,"Belonocnema kinseyi",NA,"research",29.7178410326,-98.7698115545,8,"Texas, US",NA,"29","unisexual","developing","2019-10-08",10483.7841797,"Agamic Developing"
34156381,"2019-10-10T07:24:50-05:00","2019-10-10T07:27:09-05:00","2022-05-21T11:33:54-05:00","jahunt",1195335,"Belonocnema kinseyi",NA,"research",30.6991248233,-96.2914580867,65,"Texas, US",NA,"29","unisexual","developing","2019-10-10",11027.2822266,"Agamic Developing"
34140494,"2019-10-09T18:46:39-05:00","2019-10-09T18:51:44-05:00","2022-05-21T11:33:50-05:00","peterjoseph",1195335,"Belonocnema kinseyi",NA,"research",29.5523928479,-98.3308267036,5,"Enchanted Oaks St, Live Oak, TX, US",NA,"29","unisexual","developing","2019-10-09",11236.2998047,"Agamic Developing"
34043770,"2019-10-07T13:42:00-05:00","2019-10-07T19:58:08-05:00","2022-05-21T11:33:47-05:00","dan_johnson",1195335,"Belonocnema kinseyi",NA,"research",29.723963,-95.686951,NA,"Westside, Houston, TX, USA",NA,"29","unisexual","developing","2019-10-07",11578.2304688,"Agamic Developing"
34018120,"2019-10-07T11:29:12+00:00","2019-10-07T16:30:22+00:00","2022-05-21T16:33:43+00:00","rlm159",1195335,"Belonocnema kinseyi",NA,"research",29.8903841665,-97.9379170296,5,"Texas State University, San Marcos, TX, US",NA,"29","unisexual","developing","2019-10-07",11151.5185547,"Agamic Developing"
34018109,"2019-10-07T11:28:26+00:00","2019-10-07T16:30:00+00:00","2022-05-21T16:33:41+00:00","crb146",1195335,"Belonocnema kinseyi",NA,"research",29.89031811,-97.93804319,9,"San Marcos, TX, USA",NA,"29","unisexual","developing","2019-10-07",11151.5185547,"Agamic Developing"
33981562,"2019-10-06T11:04:50-05:00","2019-10-06T17:54:42-05:00","2022-05-21T11:33:35-05:00","alisonnorthup",1195335,"Belonocnema kinseyi",NA,"research",29.1847610474,-99.7909088135,NA,"Uvalde, TX 78801, USA",NA,"29","unisexual","developing","2019-10-06",11242.6767578,"Agamic Developing"
33970180,"2019-10-06T14:41:00+00:00","2019-10-06T19:46:52+00:00","2022-05-21T16:33:31+00:00","mattheau",1195335,"Belonocnema kinseyi",NA,"research",29.60424732,-98.60371358,8,"La Cantera & Fiesta Texas Dr., San Antonio, TX 78256, USA",NA,"29","unisexual","developing","2019-10-06",11062.5908203,"Agamic Developing"
33855737,"2019-10-04T14:33:12+00:00","2019-10-04T19:34:32+00:00","2022-05-21T16:33:27+00:00","litt2641",1195335,"Belonocnema kinseyi",NA,"research",31.8588071998,-99.0175780996,32,"Lake Brownwood State Park, Brownwood, TX, US",NA,"29","unisexual","developing","2019-10-04",10030.2626953,"Agamic Developing"
33659509,"2019-09-30T11:32:17+00:00","2019-09-30T18:18:59+00:00","2022-05-21T15:15:21+00:00","ddeshpande",1195335,"Belonocnema kinseyi",NA,"research",29.9418666667,-90.1193471667,5,"Tulane University, New Orleans, LA, US",NA,"29","unisexual","perimature","2019-09-30",11094.5966797,"Agamic Perimature"
33564270,"2019-09-28T10:11:58-10:00","2019-09-28T14:18:46-10:00","2022-05-21T05:14:20-10:00","ewsurpless",1195335,"Belonocnema kinseyi",NA,"research",30.5075133333,-97.8176333333,13,"S Blue Rdg Pkwy, Cedar Park, TX, US",NA,"29","unisexual","developing","2019-09-28",10294.0058594,"Agamic Developing"
33547453,"2019-09-28T13:01:36-05:00","2019-09-28T14:30:58-05:00","2022-05-21T10:14:16-05:00","knightericm",1195335,"Belonocnema kinseyi",NA,"research",30.3574269912,-97.8163488997,17,"Travis County, US-TX, US",NA,"29","unisexual","developing","2019-09-28",10867.1357422,"Agamic Developing"
33467897,"2019-09-25T20:56:00-05:00","2019-09-27T00:08:49-05:00","2022-05-21T10:14:12-05:00","dan_johnson",1195335,"Belonocnema kinseyi",NA,"research",29.759422,-95.597992,NA,"Briarforest, Houston, TX, USA",NA,"29","unisexual","developing","2019-09-25",10964.2910156,"Agamic Developing"
33196609,"2019-09-22T07:59:23+00:00","2019-09-22T15:35:43+00:00","2022-05-21T15:14:08+00:00","macbird",1195335,"Belonocnema kinseyi",NA,"research",29.8617916667,-98.19635,5,"C O E Rd, Canyon Lake, TX, US",NA,"29","unisexual","developing","2019-09-22",10294.4414062,"Agamic Developing"
