Collection Site,Species,Generation,Host plant,State,Harvest.date,Emergence.date,Emergent.animal.type,Alive.dead,N,Entered.by.,H.julian,E.julian,Latitude,Longitude,Year
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,12/26/17,cynipid,dead,1,IC,345,360,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,1/18/19,cynipid,dead,1,LZ,308,383,29.84359,-82.63164,2018
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,11/19/18,synergist,alive,1,LZ,308,323,29.84359,-82.63164,2018
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,1/8/18,cynipid,alive,5,LZ,345,373,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,12/28/18,cynipid,dead,1,LZ,308,362,29.84359,-82.63164,2018
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,2/8/18,cynipid,alive,1,LZ,345,404,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,1/15/18,cynipid,alive,2,LZ,345,380,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,1/1/18,cynipid,alive,11,IC,345,366,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,12/29/17,cynipid,alive,15,LZ,345,363,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,12/28/18,cynipid,alive,1,LZ,308,362,29.84359,-82.63164,2018
High Springs,A. lanigera,asexual,Qv,FL,11/4/18,1/23/19,cynipid,dead,1,LZ,308,388,29.84359,-82.63164,2018
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,12/31/18,cynipid,dead,1,LZ,308,365,29.84359,-82.63164,2018
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,12/26/17,cynipid,alive,3,IC,345,360,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,1/4/18,cynipid,alive,18,LZ,345,369,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,12/31/18,cynipid,dead,2,LZ,308,365,29.84359,-82.63164,2018
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,1/4/19,cynipid,alive,1,LZ,308,369,29.84359,-82.63164,2018
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,12/26/18,cynipid,dead,2,LZ,308,360,29.84359,-82.63164,2018
High Springs,C. batatoides,asexual,Qv,FL,12/11/17,4/27/18,synergist,dead,3,EH,345,482,29.84359,-82.63164,2017
High Springs,A. foliatus,asexual,Qv,FL,12/11/17,2/26/18,cynipid,alive,1,EH,345,422,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,1/4/19,cynipid,dead,1,LZ,308,369,29.84359,-82.63164,2018
High Springs,A. foliatus,asexual,Qv,FL,12/11/17,5/7/18,cynipid,dead,1,EH,345,492,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,12/24/17,cynipid,dead,2,IC,345,358,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,12/28/18,cynipid,alive,4,LZ,308,362,29.84359,-82.63164,2018
High Springs,D. q. virens,asexual,Qv,FL,11/4/18,12/3/18,cynipid,dead,1,SS,308,337,29.84359,-82.63164,2018
Highland View,A. lanigera,asexual,Qv,FL,12/10/17,2/26/18,cynipid,dead,3,EH,344,422,29.83827,-85.31655,2017
Highland View,A. lanigera,asexual,Qv,FL,12/10/17,1/24/18,cynipid,alive,1,LZ,344,389,29.83827,-85.31655,2017
Highland View,A. lanigera,asexual,Qv,FL,12/10/17,3/26/18,cynipid,dead,4,EH,344,450,29.83827,-85.31655,2017
Highland View,A. lanigera,asexual,Qv,FL,12/10/17,2/1/18,cynipid,alive,1,LZ,344,397,29.83827,-85.31655,2017
Highland View,A. foliatus,asexual,Qv,FL,12/10/17,5/7/18,cynipid,dead,1,EH,344,492,29.83827,-85.31655,2017
Highland View,A. lanigera,asexual,Qv,FL,12/10/17,4/2/18,cynipid,dead,1,EH,344,457,29.83827,-85.31655,2017
Highland View,A. lanigera,asexual,Qv,FL,12/10/17,1/15/18,cynipid,alive,1,LZ,344,380,29.83827,-85.31655,2017
Highland View,C. batatoides,asexual,Qv,FL,12/10/17,5/3/18,cynipid,alive,1,EH,344,488,29.83827,-85.31655,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,12/10/17,4/5/18,synergist,dead,1,EH,344,460,30.273513,-86.003712,2017
Inlet Beach,A. lanigera,asexual,Qg,FL,12/10/17,2/19/18,cynipid,alive,2,AR,344,415,30.273513,-86.003712,2017
Inlet Beach,A. lanigera,asexual,Qg,FL,11/3/18,2/6/19,cynipid,dead,1,LZ,307,402,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/16/18,cynipid,alive,1,EH,344,471,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,3/18/19,3/27/19,cynipid,alive,1,SS,77,451,30.273513,-86.003712,2018
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,5/1/19,synergist,dead,1,LZ,307,486,30.273513,-86.003712,2018
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,5/3/19,synergist,dead,1,LZ,307,488,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/5/18,cynipid,dead,4,EH,344,460,30.273513,-86.003712,2017
Inlet Beach,A. lanigera,asexual,Qg,FL,11/3/18,1/25/19,cynipid,dead,1,LZ,307,390,30.273513,-86.003712,2018
Inlet Beach,A. atra,NA,Qg,FL,12/10/17,3/22/18,fly,dead,3,EH,344,446,30.273513,-86.003712,2017
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,1/9/19,cynipid,dead,2,LZ,307,374,30.273513,-86.003712,2018
Inlet Beach,A. lanigera,asexual,Qg,FL,12/10/17,2/6/18,cynipid,alive,2,LZ,344,402,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/30/18,cynipid,dead,1,EH,344,485,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/5/18,cynipid,alive,2,EH,344,460,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/1/18,cynipid,alive,1,EH,344,425,30.273513,-86.003712,2017
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,5/3/19,synergist,alive,1,LZ,307,488,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/22/18,cynipid,alive,5,EH,344,446,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/27/18,cynipid,alive,4,EH,344,451,30.273513,-86.003712,2017
Inlet Beach,D. q. virens,asexual,Qg,FL,12/10/17,12/26/17,cynipid,dead,1,LZ,344,360,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/19/18,2/18/19,cynipid,dead,1,CD,353,414,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/9/18,cynipid,dead,1,EH,344,464,30.273513,-86.003712,2017
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,1/9/19,cynipid,alive,2,LZ,307,374,30.273513,-86.003712,2018
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,1/14/19,cynipid,dead,2,LZ,307,379,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/2/18,cynipid,dead,3,EH,344,457,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/15/18,cynipid,alive,1,EH,344,439,30.273513,-86.003712,2017
Inlet Beach,A. atra,NA,Qg,FL,12/10/17,3/16/18,fly,alive,5,EH,344,440,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/20/18,cynipid,alive,1,EH,344,475,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/12/18,cynipid,alive,2,EH,344,436,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,3/18/19,4/5/19,cynipid,alive,1,LZ,77,460,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/19/18,3/4/19,cynipid,alive,1,LZ,353,428,30.273513,-86.003712,2018
Inlet Beach,A. lanigera,asexual,Qg,FL,12/10/17,2/19/18,cynipid,dead,1,AR,344,415,30.273513,-86.003712,2017
Inlet Beach,A. atra,NA,Qg,FL,12/10/17,3/22/18,fly,alive,7,EH,344,446,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/19/18,2/18/19,cynipid,alive,1,CD,353,414,30.273513,-86.003712,2018
Inlet Beach,C. batatoides,asexual,Qg,FL,12/10/17,4/5/18,cynipid,dead,1,EH,344,460,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,12/10/17,4/20/18,synergist,dead,4,EH,344,475,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/8/18,cynipid,alive,1,EH,344,432,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/29/18,cynipid,alive,1,EH,344,453,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qv,FL,12/10/17,4/2/18,synergist,alive,4,EH,344,457,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/27/18,cynipid,alive,4,EH,344,451,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qv,FL,12/10/17,3/19/18,cynipid,dead,2,EH,344,443,30.273513,-86.003712,2017
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,1/2/19,cynipid,alive,2,LZ,307,367,30.273513,-86.003712,2018
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,12/28/18,cynipid,alive,2,LZ,307,362,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/9/18,cynipid,alive,1,EH,344,464,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,12/10/17,3/22/18,cynipid,alive,1,EH,344,446,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,3/18/19,3/30/19,cynipid,dead,2,LZ,77,454,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/19/18,cynipid,alive,1,EH,344,443,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/2/18,cynipid,alive,3,EH,344,457,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/22/18,synergist,dead,2,EH,344,446,30.273513,-86.003712,2017
Inlet Beach,A. atra,NA,Qg,FL,12/10/17,4/2/18,fly,dead,3,EH,344,457,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qv,FL,12/10/17,4/2/18,cynipid,alive,1,EH,344,457,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,3/18/19,4/19/19,cynipid,alive,1,LZ,77,474,30.273513,-86.003712,2018
Inlet Beach,A. atra,NA,Qg,FL,12/10/17,3/12/18,fly,alive,8,EH,344,436,30.273513,-86.003712,2017
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,1/11/19,cynipid,alive,1,LZ,307,376,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,3/18/19,3/30/19,cynipid,dead,2,LZ,77,454,30.273513,-86.003712,2018
Inlet Beach,D. q. virens,asexual,Qg,FL,12/10/17,1/1/18,cynipid,alive,5,IC,344,366,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,3/18/19,3/27/19,cynipid,alive,30,CD,77,451,30.273513,-86.003712,2018
Inlet Beach,C. batatoides,asexual,Qg,FL,3/18/19,3/27/19,cynipid,dead,8,CD,77,451,30.273513,-86.003712,2018
Inlet Beach,D. q. virens,asexual,Qg,FL,11/3/18,1/4/19,cynipid,alive,3,LZ,307,369,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/19/18,cynipid,dead,1,EH,344,443,30.273513,-86.003712,2017
Inlet Beach,A. atra,NA,Qg,FL,11/3/18,1/23/19,fly,dead,4,LZ,307,388,30.273513,-86.003712,2018
Inlet Beach,C. batatoides,asexual,Qg,FL,12/10/17,3/29/18,cynipid,alive,1,EH,344,453,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/20/18,cynipid,dead,4,EH,344,475,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/19/18,cynipid,dead,1,EH,344,443,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,3/18/19,4/8/19,cynipid,alive,1,LZ,77,463,30.273513,-86.003712,2018
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,3/27/18,cynipid,dead,6,EH,344,451,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,3/18/19,3/30/19,cynipid,alive,2,LZ,77,454,30.273513,-86.003712,2018
Inlet Beach,D. q. virens,asexual,Qg,FL,12/10/17,1/4/18,cynipid,alive,4,LZ,344,369,30.273513,-86.003712,2017
Inlet Beach,A. lanigera,asexual,Qg,FL,12/10/17,4/27/18,cynipid,dead,17,EH,344,482,30.273513,-86.003712,2017
Inlet Beach,A. foliatus,asexual,Qg,FL,12/10/17,4/2/18,cynipid,alive,1,EH,344,457,30.273513,-86.003712,2017
Inlet Beach,D. q. virens,asexual,Qg,FL,12/10/17,12/29/17,cynipid,alive,27,LZ,344,363,30.273513,-86.003712,2017
Inlet Beach,A. atra,NA,Qg,FL,12/10/17,3/29/18,fly,dead,3,EH,344,453,30.273513,-86.003712,2017
Inlet Beach,D. q. virens,asexual,Qg,FL,12/10/17,1/15/18,cynipid,alive,1,LZ,344,380,30.273513,-86.003712,2017
Inlet Beach,C. batatoides,asexual,Qg,FL,12/10/17,3/27/18,cynipid,alive,3,EH,344,451,30.273513,-86.003712,2017
Inlet Beach,A. atra,NA,Qg,FL,12/10/17,3/29/18,fly,alive,2,EH,344,453,30.273513,-86.003712,2017
JCB Plot,A. atra,NA,Qv,FL,10/14/15,11/10/15,fly,dead,2,MF,287,314,29.7795,-82.4749,2015
JCB Plot,D. q. virens,asexual,Qv,FL,10/14/15,1/11/16,cynipid,dead,1,GD,287,376,29.7795,-82.4749,2015
KRE,A. lanigera,asexual,Qv,FL,11/14/17,3/28/18,cynipid,dead,1,EH,318,452,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,10/31/18,1/7/19,cynipid,alive,1,LZ,304,372,27.378666,-81.097113,2018
KRE,A. foliatus,asexual,Qv,FL,12/14/17,3/1/18,cynipid,alive,1,EH,348,425,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,2/1/18,cynipid,alive,3,LZ,348,397,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,11/17/17,2/22/18,cynipid,alive,1,AR,321,418,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,11/17/17,1/15/18,cynipid,alive,1,LZ,321,380,27.378666,-81.097113,2017
KRE,C. batatoides,asexual,Qv,FL,11/17/17,3/1/18,synergist,dead,1,EH,321,425,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,10/31/18,12/26/18,cynipid,dead,1,LZ,304,360,27.378666,-81.097113,2018
KRE,D. q. virens,asexual,Qv,FL,12/14/17,1/18/18,cynipid,alive,1,LZ,348,383,27.378666,-81.097113,2017
KRE,A. foliatus,asexual,Qv,FL,12/14/17,3/8/18,cynipid,alive,1,EH,348,432,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,11/16/17,3/21/18,cynipid,alive,1,EH,320,445,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,2/12/18,cynipid,alive,2,LZ,348,408,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,12/14/17,2/19/18,synergist,alive,1,AR,348,415,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qg,FL,11/15/17,2/26/18,synergist,dead,1,EH,319,422,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,1/8/18,cynipid,alive,1,LZ,348,373,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,2/22/18,cynipid,alive,1,AR,348,418,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,11/16/17,2/6/18,cynipid,alive,1,LZ,320,402,27.378666,-81.097113,2017
KRE,C. batatoides,asexual,Qv,FL,12/14/17,3/19/18,cynipid,dead,1,EH,348,443,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,12/22/17,cynipid,dead,2,LZ,348,356,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,11/16/17,3/28/18,cynipid,dead,1,EH,320,452,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,10/31/18,12/28/18,cynipid,alive,1,LZ,304,362,27.378666,-81.097113,2018
KRE,D. q. virens,asexual,Qv,FL,12/14/17,1/24/18,cynipid,alive,1,LZ,348,389,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,1/1/18,cynipid,alive,8,IC,348,366,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,12/14/17,2/19/18,synergist,dead,1,AR,348,415,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,12/29/17,cynipid,alive,5,LZ,348,363,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,10/31/18,2/1/19,cynipid,dead,1,LZ,304,397,27.378666,-81.097113,2018
KRE,D. q. virens,asexual,Qv,FL,10/31/18,12/10/18,cynipid,alive,2,CD,304,344,27.378666,-81.097113,2018
KRE,A. lanigera,asexual,Qv,FL,11/16/17,3/28/18,synergist,dead,1,EH,320,452,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,10/31/18,1/7/19,cynipid,dead,1,LZ,304,372,27.378666,-81.097113,2018
KRE,A. lanigera,asexual,Qv,FL,12/14/17,2/6/18,cynipid,alive,1,LZ,348,402,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,11/16/17,3/21/18,cynipid,dead,2,EH,320,445,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,12/26/17,cynipid,alive,5,IC,348,360,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,11/16/17,3/28/18,cynipid,alive,1,EH,320,452,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,11/14/17,2/22/18,synergist,dead,3,EH,318,418,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,1/29/18,cynipid,alive,1,LZ,348,394,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,1/15/18,cynipid,alive,4,LZ,348,380,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,1/22/18,cynipid,alive,1,LZ,348,387,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,12/16/17,3/19/18,synergist,alive,1,EH,350,443,27.378666,-81.097113,2017
KRE,C. batatoides,asexual,Qv,FL,11/17/17,2/19/18,synergist,alive,2,AR,321,415,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,11/14/17,4/2/18,cynipid,dead,1,EH,318,457,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,11/14/17,3/16/18,cynipid,alive,1,EH,318,440,27.378666,-81.097113,2017
KRE,D. q. virens,asexual,Qv,FL,12/14/17,1/4/18,cynipid,alive,14,IC,348,369,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qg,FL,11/15/17,3/26/18,synergist,alive,2,EH,319,450,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,11/16/17,3/12/18,synergist,alive,2,EH,320,436,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,12/14/17,3/12/18,cynipid,alive,1,EH,348,436,27.378666,-81.097113,2017
KRE,A. lanigera,asexual,Qv,FL,12/14/17,3/12/18,cynipid,dead,1,EH,348,436,27.378666,-81.097113,2017
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,4/23/18,cynipid,dead,1,EH,350,478,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,12/16/17,2/19/18,cynipid,dead,2,AR,350,415,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. atra,NA,Qv,FL,12/16/17,4/20/18,fly,dead,2,EH,350,475,28.8563115,-81.9029059,2017
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,5/14/18,synergist,dead,4,EH,350,499,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. foliatus,asexual,Qv,FL,12/16/17,3/19/18,cynipid,alive,2,EH,350,443,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,11/5/18,5/8/19,synergist,alive,1,LZ,309,493,28.8563115,-81.9029059,2018
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,12/16/17,2/19/18,cynipid,alive,1,AR,350,415,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,2/6/18,cynipid,alive,1,LZ,350,402,28.8563115,-81.9029059,2017
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,4/23/18,cynipid,alive,1,EH,350,478,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,1/15/18,cynipid,alive,3,LZ,350,380,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,1/14/19,cynipid,dead,1,LZ,309,379,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,2/6/18,cynipid,alive,2,LZ,350,402,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,1/14/19,cynipid,alive,1,LZ,309,379,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,12/24/18,cynipid,alive,1,LZ,309,358,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,12/31/18,cynipid,dead,1,LZ,309,365,28.8563115,-81.9029059,2018
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,12/16/17,2/8/18,cynipid,alive,2,LZ,350,404,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,11/5/18,1/14/19,cynipid,alive,1,LZ,309,379,28.8563115,-81.9029059,2018
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,3/1/18,cynipid,alive,7,EH,350,425,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,11/28/18,cynipid,alive,1,CD,309,332,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,12/29/17,cynipid,alive,4,LZ,350,363,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,1/22/18,cynipid,alive,4,LZ,350,387,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,11/5/18,1/7/19,cynipid,alive,1,LZ,309,372,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,12/31/18,cynipid,alive,1,LZ,309,365,28.8563115,-81.9029059,2018
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,11/5/18,5/8/19,synergist,dead,1,LZ,309,493,28.8563115,-81.9029059,2018
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,12/16/17,2/12/18,cynipid,alive,2,LZ,350,408,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. atra,NA,Qv,FL,12/16/17,4/2/18,fly,alive,1,EH,350,457,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,1/11/19,cynipid,alive,1,LZ,309,376,28.8563115,-81.9029059,2018
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,2/26/18,cynipid,alive,1,EH,350,422,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,1/4/19,cynipid,alive,1,LZ,309,369,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,1/7/19,cynipid,alive,1,LZ,309,372,28.8563115,-81.9029059,2018
Lake Griffin State Park,A. atra,NA,Qv,FL,11/5/18,1/23/19,fly,dead,1,LZ,309,388,28.8563115,-81.9029059,2018
Lake Griffin State Park,A. atra,asexual,Qv,FL,11/5/18,1/18/19,fly,dead,1,LZ,309,383,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,12/21/17,cynipid,alive,1,LZ,350,355,28.8563115,-81.9029059,2017
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/9/17,2/23/18,cynipid,alive,2,EH,343,419,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,12/21/18,cynipid,dead,1,LZ,309,355,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,4/2/18,cynipid,dead,4,EH,350,457,28.8563115,-81.9029059,2017
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,3/22/18,synergist,alive,1,EH,350,446,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. foliatus,asexual,Qv,FL,12/16/17,3/12/18,cynipid,dead,1,EH,350,436,28.8563115,-81.9029059,2017
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,2/22/18,cynipid,alive,18,EH,350,418,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,11/5/18,1/3/19,cynipid,alive,1,LZ,309,368,28.8563115,-81.9029059,2018
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,2/26/18,cynipid,dead,8,EH,350,422,28.8563115,-81.9029059,2017
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,3/5/18,cynipid,alive,1,EH,350,429,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,11/5/18,1/25/19,cynipid,dead,2,LZ,309,390,28.8563115,-81.9029059,2018
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,1/1/18,cynipid,alive,5,IC,350,366,28.8563115,-81.9029059,2017
Lake Griffin State Park,A. atra,asexual,Qv,FL,11/5/18,1/18/19,fly,alive,1,LZ,309,383,28.8563115,-81.9029059,2018
Lake Griffin State Park,A. lanigera,asexual,Qv,FL,11/5/18,1/18/19,cynipid,alive,1,LZ,309,383,28.8563115,-81.9029059,2018
Lake Griffin State Park,C. batatoides,asexual,Qv,FL,12/16/17,2/20/18,cynipid,alive,11,AR,350,416,28.8563115,-81.9029059,2017
Lake Griffin State Park,D. q. virens,asexual,Qv,FL,12/16/17,2/19/18,cynipid,alive,1,AR,350,415,28.8563115,-81.9029059,2017
